Number,A,B',B'',X,r_A,r_B',r_B'',r_X,χ_A,χ_B',χ_B'',χ_X,Formula,Formation energy per atom,Bandgap
976,K,Cd,Sn,F,1.64,0.95,1.0,1.33,0.82,1.69,1.96,3.98,K2CdSnF6,-2.497835472,2.584
982,K,Cd,Mn,F,1.64,0.95,0.67,1.33,0.82,1.69,1.55,3.98,K2CdMnF6,-2.674049588,2.54
1036,K,Cd,Ge,Cl,1.64,0.95,0.73,1.81,0.82,1.69,2.01,3.16,K2CdGeCl6,-1.28924003,2.12
1039,K,Cd,Dy,F,1.64,0.95,1.07,1.33,0.82,1.69,1.22,3.98,K2CdDyF6,-3.007186786,2.108
1048,K,Cd,Pb,Br,1.64,0.95,1.19,1.96,0.82,1.69,2.33,2.96,K2CdPbBr6,-1.147926054,2.086
1056,K,Cd,Sn,Cl,1.64,0.95,1.0,1.81,0.82,1.69,1.96,3.16,K2CdSnCl6,-1.334495695,2.043
1071,K,Cd,Co,F,1.64,0.95,0.65,1.33,0.82,1.69,1.88,3.98,K2CdCoF6,-2.38108169,1.928
1080,K,Cd,Sr,I,1.64,0.95,1.18,2.20,0.82,1.69,0.95,2.66,K2CdSrI6,-1.149617118,1.855
1101,K,Cd,Zn,Cl,1.64,0.95,0.740,1.81,0.82,1.69,1.65,3.16,K2CdZnCl6,-1.357174132,1.684
1104,K,Cd,Hg,F,1.64,0.95,1.02,1.33,0.82,1.69,2,3.98,K2CdHgF6,-2.257464818,1.65
1105,K,Cd,Ni,Cl,1.64,0.95,0.690,1.81,0.82,1.69,1.91,3.16,K2CdNiCl6,-1.176766263,1.641
1125,K,Cd,Ge,Br,1.64,0.95,0.73,1.96,0.82,1.69,2.01,2.96,K2CdGeBr6,-1.065740346,1.529
1128,K,Cd,Mg,Br,1.64,0.95,0.720,1.96,0.82,1.69,1.31,2.96,K2CdMgBr6,-1.324743167,1.518
1134,K,Cd,Sn,Br,1.64,0.95,1.0,1.96,0.82,1.69,1.96,2.96,K2CdSnBr6,-1.115312511,1.492
1141,K,Cd,Pb,I,1.64,0.95,1.19,2.20,0.82,1.69,2.33,2.66,K2CdPbI6,-0.833397739,1.448
1204,K,Cd,V,F,1.64,0.95,0.79,1.33,0.82,1.69,1.63,3.98,K2CdVF6,-2.673703353,1.094
1209,K,Cd,Mn,Cl,1.64,0.95,0.67,1.81,0.82,1.69,1.55,3.16,K2CdMnCl6,-1.375482296,1.068
1219,K,Cd,Ge,I,1.64,0.95,0.73,2.20,0.82,1.69,2.01,2.66,K2CdGeI6,-0.753567256,1.019
1225,K,Cd,Ti,F,1.64,0.95,0.86,1.33,0.82,1.69,1.54,3.98,K2CdTiF6,-2.836732686,0.978
1230,K,Cd,Sn,I,1.64,0.95,1.0,2.20,0.82,1.69,1.96,2.66,K2CdSnI6,-0.804400946,0.956
1327,K,Cd,Hg,Cl,1.64,0.95,1.02,1.81,0.82,1.69,2,3.16,K2CdHgCl6,-1.196229791,0.518
1342,K,Cd,Zn,Br,1.64,0.95,0.740,1.96,0.82,1.69,1.65,2.96,K2CdZnBr6,-1.107563198,0.457
1357,K,Cd,Mn,Br,1.64,0.95,0.67,1.96,0.82,1.69,1.55,2.96,K2CdMnBr6,-1.118387112,0.408
1384,K,Cd,Mg,I,1.64,0.95,0.720,2.20,0.82,1.69,1.31,2.66,K2CdMgI6,-0.948677627,0.289
1456,K,Cd,Cr,Br,1.64,0.95,0.73,1.96,0.82,1.69,1.66,2.96,K2CdCrBr6,-1.073949762,0.015
1514,Na,Cd,Mg,F,1.39,0.95,0.720,1.33,0.93,1.69,1.31,3.98,Na2CdMgF6,-2.820761066,4.404
1543,Na,Cd,Sr,F,1.39,0.95,1.18,1.33,0.93,1.69,0.95,3.98,Na2CdSrF6,-2.798122783,3.819
1558,Na,Cd,Sr,Cl,1.39,0.95,1.18,1.81,0.93,1.69,0.95,3.16,Na2CdSrCl6,-1.573645756,3.608
1587,Na,Cd,Ni,F,1.39,0.95,0.690,1.33,0.93,1.69,1.91,3.98,Na2CdNiF6,-2.344356478,3.283
1614,Na,Cd,Pb,F,1.39,0.95,1.19,1.33,0.93,1.69,2.33,3.98,Na2CdPbF6,-2.339639703,3.015
1625,Na,Cd,Mg,Cl,1.39,0.95,0.720,1.81,0.93,1.69,1.31,3.16,Na2CdMgCl6,-1.43400429,2.928
1655,Na,Cd,Sr,Br,1.39,0.95,1.18,1.96,0.93,1.69,0.95,2.96,Na2CdSrBr6,-1.315817822,2.78
1661,Na,Cd,Zn,F,1.39,0.95,0.740,1.33,0.93,1.69,1.65,3.98,Na2CdZnF6,-2.431901098,2.758
1665,Na,Cd,Pb,Cl,1.39,0.95,1.19,1.81,0.93,1.69,2.33,3.16,Na2CdPbCl6,-1.178045926,2.737
1705,Na,Cd,Ge,F,1.39,0.95,0.73,1.33,0.93,1.69,2.01,3.98,Na2CdGeF6,-2.309486245,2.482
1761,Na,Cd,Sn,F,1.39,0.95,1.0,1.33,0.93,1.69,1.96,3.98,Na2CdSnF6,-2.33217791,2.231
1788,Na,Cd,Pb,Br,1.39,0.95,1.19,1.96,0.93,1.69,2.33,2.96,Na2CdPbBr6,-0.955518992,2.093
1791,Na,Cd,Ge,Cl,1.39,0.95,0.73,1.81,0.93,1.69,2.01,3.16,Na2CdGeCl6,-1.107987718,2.083
1797,Na,Cd,Sn,Cl,1.39,0.95,1.0,1.81,0.93,1.69,1.96,3.16,Na2CdSnCl6,-1.145372883,2.036
1821,Na,Cd,Sr,I,1.39,0.95,1.18,2.20,0.93,1.69,0.95,2.66,Na2CdSrI6,-0.953834707,1.885
1838,Na,Cd,Zn,Cl,1.39,0.95,0.740,1.81,0.93,1.69,1.65,3.16,Na2CdZnCl6,-1.187632071,1.749
1841,Na,Cd,Mn,F,1.39,0.95,0.67,1.33,0.93,1.69,1.55,3.98,Na2CdMnF6,-2.525741026,1.724
1845,Na,Cd,Ni,Cl,1.39,0.95,0.690,1.81,0.93,1.69,1.91,3.16,Na2CdNiCl6,-1.013264201,1.712
1875,Na,Cd,Mg,Br,1.39,0.95,0.720,1.96,0.93,1.69,1.31,2.96,Na2CdMgBr6,-1.146110355,1.596
1883,Na,Cd,Ge,Br,1.39,0.95,0.73,1.96,0.93,1.69,2.01,2.96,Na2CdGeBr6,-0.881496034,1.551
1899,Na,Cd,Sn,Br,1.39,0.95,1.0,1.96,0.93,1.69,1.96,2.96,Na2CdSnBr6,-0.924591449,1.448
1904,Na,Cd,Pb,I,1.39,0.95,1.19,2.20,0.93,1.69,2.33,2.66,Na2CdPbI6,-0.638456777,1.418
1906,Na,Cd,Hg,F,1.39,0.95,1.02,1.33,0.93,1.69,2,3.98,Na2CdHgF6,-2.087921006,1.407
1946,Na,Cd,Mn,Cl,1.39,0.95,0.67,1.81,0.93,1.69,1.55,3.16,Na2CdMnCl6,-1.202435484,1.085
1963,Na,Cd,Ge,I,1.39,0.95,0.73,2.20,0.93,1.69,2.01,2.66,Na2CdGeI6,-0.566706344,0.978
1976,Na,Cd,Sn,I,1.39,0.95,1.0,2.20,0.93,1.69,1.96,2.66,Na2CdSnI6,-0.611822309,0.918
2050,Na,Cd,Hg,Cl,1.39,0.95,1.02,1.81,0.93,1.69,2,3.16,Na2CdHgCl6,-1.013143479,0.528
2061,Na,Cd,Zn,Br,1.39,0.95,0.740,1.96,0.93,1.69,1.65,2.96,Na2CdZnBr6,-0.930979112,0.477
2068,Na,Cd,Mn,Br,1.39,0.95,0.67,1.96,0.93,1.69,1.55,2.96,Na2CdMnBr6,-0.9400753,0.459
2089,Na,Cd,Fe,F,1.39,0.95,0.61,1.33,0.93,1.69,1.83,3.98,Na2CdFeF6,-2.329680704,0.357
2096,Na,Cd,Mg,I,1.39,0.95,0.720,2.20,0.93,1.69,1.31,2.66,Na2CdMgI6,-0.76322999,0.336
2102,Na,Cd,V,F,1.39,0.95,0.79,1.33,0.93,1.69,1.63,3.98,Na2CdVF6,-2.526556541,0.281
2165,Na,Cd,V,Cl,1.39,0.95,0.79,1.81,0.93,1.69,1.63,3.16,Na2CdVCl6,-1.202517514,0.035
2189,Na,Cd,Hg,I,1.39,0.95,1.02,2.20,0.93,1.69,2,2.66,Na2CdHgI6,-0.51428828,0
2191,Rb,Cd,Hg,I,1.72,0.95,1.02,2.20,0.82,1.69,2,2.66,Rb2CdHgI6,-0.751062816,9.999
2254,Rb,Cd,Mg,F,1.72,0.95,0.720,1.33,0.82,1.69,1.31,3.98,Rb2CdMgF6,-2.946885853,4.957
2270,Rb,Cd,Sr,F,1.72,0.95,1.18,1.33,0.82,1.69,0.95,3.98,Rb2CdSrF6,-3.003877319,4.795
2335,Rb,Cd,Sr,Cl,1.72,0.95,1.18,1.81,0.82,1.69,0.95,3.16,Rb2CdSrCl6,-1.807454792,4.029
2382,Rb,Cd,Pb,F,1.72,0.95,1.19,1.33,0.82,1.69,2.33,3.98,Rb2CdPbF6,-2.546562739,3.664
2436,Rb,Cd,Zn,F,1.72,0.95,0.740,1.33,0.82,1.69,1.65,3.98,Rb2CdZnF6,-2.573896384,3.266
2468,Rb,Cd,Ge,F,1.72,0.95,0.73,1.33,0.82,1.69,2.01,3.98,Rb2CdGeF6,-2.484375781,3.07
2486,Rb,Cd,Sr,Br,1.72,0.95,1.18,1.96,0.82,1.69,0.95,2.96,Rb2CdSrBr6,-1.554474858,2.931
2504,Rb,Cd,Pb,Cl,1.72,0.95,1.19,1.81,0.82,1.69,2.33,3.16,Rb2CdPbCl6,-1.413459963,2.787
2514,Rb,Cd,Mg,Cl,1.72,0.95,0.720,1.81,0.82,1.69,1.31,3.16,Rb2CdMgCl6,-1.635875076,2.714
2515,Rb,Cd,Sn,F,1.72,0.95,1.0,1.33,0.82,1.69,1.96,3.98,Rb2CdSnF6,-2.524232446,2.713
2518,Rb,Cd,Mn,F,1.72,0.95,0.67,1.33,0.82,1.69,1.55,3.98,Rb2CdMnF6,-2.685385062,2.706
2576,Rb,Cd,Co,F,1.72,0.95,0.65,1.33,0.82,1.69,1.88,3.98,Rb2CdCoF6,-2.390754915,2.277
2600,Rb,Cd,Ge,Cl,1.72,0.95,0.73,1.81,0.82,1.69,2.01,3.16,Rb2CdGeCl6,-1.326523505,2.121
2602,Rb,Cd,Pb,Br,1.72,0.95,1.19,1.96,0.82,1.69,2.33,2.96,Rb2CdPbBr6,-1.194745028,2.107
2613,Rb,Cd,Sn,Cl,1.72,0.95,1.0,1.81,0.82,1.69,1.96,3.16,Rb2CdSnCl6,-1.37753367,2.044
2650,Rb,Cd,Sr,I,1.72,0.95,1.18,2.20,0.82,1.69,0.95,2.66,Rb2CdSrI6,-1.199282343,1.793
2659,Rb,Cd,Hg,F,1.72,0.95,1.02,1.33,0.82,1.69,2,3.98,Rb2CdHgF6,-2.283733792,1.685
2664,Rb,Cd,Ni,Cl,1.72,0.95,0.690,1.81,0.82,1.69,1.91,3.16,Rb2CdNiCl6,-1.202030488,1.637
2665,Rb,Cd,Zn,Cl,1.72,0.95,0.740,1.81,0.82,1.69,1.65,3.16,Rb2CdZnCl6,-1.386193107,1.637
2684,Rb,Cd,Ge,Br,1.72,0.95,0.73,1.96,0.82,1.69,2.01,2.96,Rb2CdGeBr6,-1.10672657,1.529
2686,Rb,Cd,Sn,Br,1.72,0.95,1.0,1.96,0.82,1.69,1.96,2.96,Rb2CdSnBr6,-1.160946735,1.522
2690,Rb,Cd,Mg,Br,1.72,0.95,0.720,1.96,0.82,1.69,1.31,2.96,Rb2CdMgBr6,-1.361871642,1.507
2695,Rb,Cd,Pb,I,1.72,0.95,1.19,2.20,0.82,1.69,2.33,2.66,Rb2CdPbI6,-0.882584738,1.464
2715,Rb,Cd,Ti,F,1.72,0.95,0.86,1.33,0.82,1.69,1.54,3.98,Rb2CdTiF6,-2.87559316,1.313
2731,Rb,Cd,V,F,1.72,0.95,0.79,1.33,0.82,1.69,1.63,3.98,Rb2CdVF6,-2.683725077,1.221
2756,Rb,Cd,Mn,Cl,1.72,0.95,0.67,1.81,0.82,1.69,1.55,3.16,Rb2CdMnCl6,-1.407218021,1.13
2775,Rb,Cd,Ge,I,1.72,0.95,0.73,2.20,0.82,1.69,2.01,2.66,Rb2CdGeI6,-0.79840873,1.028
2789,Rb,Cd,Sn,I,1.72,0.95,1.0,2.20,0.82,1.69,1.96,2.66,Rb2CdSnI6,-0.852659045,0.958
2898,Rb,Cd,Hg,Cl,1.72,0.95,1.02,1.81,0.82,1.69,2,3.16,Rb2CdHgCl6,-1.234937266,0.5
2908,Rb,Cd,Mn,Br,1.72,0.95,0.67,1.96,0.82,1.69,1.55,2.96,Rb2CdMnBr6,-1.155993586,0.443
2922,Rb,Cd,Zn,Br,1.72,0.95,0.740,1.96,0.82,1.69,1.65,2.96,Rb2CdZnBr6,-1.143106673,0.397
2946,Rb,Cd,Mg,I,1.72,0.95,0.720,2.20,0.82,1.69,1.31,2.66,Rb2CdMgI6,-0.992538252,0.28
3032,Rb,Cd,Cr,Br,1.72,0.95,0.73,1.96,0.82,1.69,1.66,2.96,Rb2CdCrBr6,-1.109841236,0.014
3040,Rb,Cd,V,Cl,1.72,0.95,0.79,1.81,0.82,1.69,1.63,3.16,Rb2CdVCl6,-1.401654551,0.001
3076,Tl,Cd,Sr,F,1.70,0.95,1.18,1.33,1.62,1.69,0.95,3.98,Tl2CdSrF6,-2.5663448,4.223
3099,Tl,Cd,Zn,F,1.70,0.95,0.740,1.33,1.62,1.69,1.65,3.98,Tl2CdZnF6,-2.138166615,4.037
3110,Tl,Cd,Mg,F,1.70,0.95,0.720,1.33,1.62,1.69,1.31,3.98,Tl2CdMgF6,-2.511552333,3.969
3113,Tl,Cd,Ni,F,1.70,0.95,0.690,1.33,1.62,1.69,1.91,3.98,Tl2CdNiF6,-2.037345745,3.949
3119,Tl,Cd,Sr,Cl,1.70,0.95,1.18,1.81,1.62,1.69,0.95,3.16,Tl2CdSrCl6,-1.369705523,3.913
3208,Tl,Cd,Sr,Br,1.70,0.95,1.18,1.96,1.62,1.69,0.95,2.96,Tl2CdSrBr6,-1.122034089,3.067
3237,Tl,Cd,Mg,Cl,1.70,0.95,0.720,1.81,1.62,1.69,1.31,3.16,Tl2CdMgCl6,-1.210136557,2.871
3238,Tl,Cd,Pb,F,1.70,0.95,1.19,1.33,1.62,1.69,2.33,3.98,Tl2CdPbF6,-2.10212397,2.871
3250,Tl,Cd,Pb,Cl,1.70,0.95,1.19,1.81,1.62,1.69,2.33,3.16,Tl2CdPbCl6,-0.974094193,2.751
3272,Tl,Cd,Hg,F,1.70,0.95,1.02,1.33,1.62,1.69,2,3.98,Tl2CdHgF6,-1.846034523,2.589
3277,Tl,Cd,Mn,F,1.70,0.95,0.67,1.33,1.62,1.69,1.55,3.98,Tl2CdMnF6,-2.250335543,2.565
3296,Tl,Cd,Ge,F,1.70,0.95,0.73,1.33,1.62,1.69,2.01,3.98,Tl2CdGeF6,-2.038200512,2.514
3367,Tl,Cd,Sn,F,1.70,0.95,1.0,1.33,1.62,1.69,1.96,3.98,Tl2CdSnF6,-2.081103427,2.13
3368,Tl,Cd,Ge,Cl,1.70,0.95,0.73,1.81,1.62,1.69,2.01,3.16,Tl2CdGeCl6,-0.894263485,2.128
3371,Tl,Cd,Pb,Br,1.70,0.95,1.19,1.96,1.62,1.69,2.33,2.96,Tl2CdPbBr6,-0.761887759,2.125
3387,Tl,Cd,Sn,Cl,1.70,0.95,1.0,1.81,1.62,1.69,1.96,3.16,Tl2CdSnCl6,-0.93937765,2.039
3399,Tl,Cd,Sr,I,1.70,0.95,1.18,2.20,1.62,1.69,0.95,2.66,Tl2CdSrI6,-0.772270924,1.909
3436,Tl,Cd,Zn,Cl,1.70,0.95,0.740,1.81,1.62,1.69,1.65,3.16,Tl2CdZnCl6,-0.961494338,1.689
3437,Tl,Cd,Ni,Cl,1.70,0.95,0.690,1.81,1.62,1.69,1.91,3.16,Tl2CdNiCl6,-0.781374968,1.684
3452,Tl,Cd,Mg,Br,1.70,0.95,0.720,1.96,1.62,1.69,1.31,2.96,Tl2CdMgBr6,-0.945098872,1.606
3455,Tl,Cd,Ge,Br,1.70,0.95,0.73,1.96,1.62,1.69,2.01,2.96,Tl2CdGeBr6,-0.683869551,1.575
3465,Tl,Cd,Sn,Br,1.70,0.95,1.0,1.96,1.62,1.69,1.96,2.96,Tl2CdSnBr6,-0.730154966,1.503
3470,Tl,Cd,Pb,I,1.70,0.95,1.19,2.20,1.62,1.69,2.33,2.66,Tl2CdPbI6,-0.457271594,1.478
3512,Tl,Cd,Mn,Cl,1.70,0.95,0.67,1.81,1.62,1.69,1.55,3.16,Tl2CdMnCl6,-0.980400251,1.105
3523,Tl,Cd,Ge,I,1.70,0.95,0.73,2.20,1.62,1.69,2.01,2.66,Tl2CdGeI6,-0.385418861,1.029
3551,Tl,Cd,V,F,1.70,0.95,0.79,1.33,1.62,1.69,1.63,3.98,Tl2CdVF6,-2.247872058,0.852
3553,Tl,Cd,Sn,I,1.70,0.95,1.0,2.20,1.62,1.69,1.96,2.66,Tl2CdSnI6,-0.426059826,0.838
3593,Tl,Cd,Ti,F,1.70,0.95,0.86,1.33,1.62,1.69,1.54,3.98,Tl2CdTiF6,-2.443462391,0.656
3612,Tl,Cd,Hg,Cl,1.70,0.95,1.02,1.81,1.62,1.69,2,3.16,Tl2CdHgCl6,-0.801132496,0.536
3621,Tl,Cd,Zn,Br,1.70,0.95,0.740,1.96,1.62,1.69,1.65,2.96,Tl2CdZnBr6,-0.730135304,0.503
3634,Tl,Cd,Mn,Br,1.70,0.95,0.67,1.96,1.62,1.69,1.55,2.96,Tl2CdMnBr6,-0.739131317,0.418
3646,Tl,Cd,Mg,I,1.70,0.95,0.720,2.20,1.62,1.69,1.31,2.66,Tl2CdMgI6,-0.585308082,0.358
57,Cs,Sm,Tl,F,1.88,0.958,1.50,1.33,0.79,1.17,1.62,3.98,Cs2SmTlF6,-3.167870523,4.947
86,Cs,Sm,Tl,Cl,1.88,0.958,1.50,1.81,0.79,1.17,1.62,3.16,Cs2SmTlCl6,-1.915472746,4.387
184,Cs,Sm,Tl,I,1.88,0.958,1.50,2.20,0.79,1.17,1.62,2.66,Cs2SmTlI6,-1.302053547,3.223
749,K,Sm,Tl,F,1.64,0.958,1.50,1.33,0.82,1.17,1.62,3.98,K2SmTlF6,-3.078021708,4.244
800,K,Sm,Tl,Cl,1.64,0.958,1.50,1.81,0.82,1.17,1.62,3.16,K2SmTlCl6,-1.802796931,3.811
847,K,Sm,Tl,Br,1.64,0.958,1.50,1.96,0.82,1.17,1.62,2.96,K2SmTlBr6,-1.544613497,3.417
892,K,Sm,Tl,I,1.64,0.958,1.50,2.20,0.82,1.17,1.62,2.66,K2SmTlI6,-1.183113232,3.128
1609,Na,Sm,Tl,F,1.39,0.958,1.50,1.33,0.93,1.17,1.62,3.98,Na2SmTlF6,-2.888395146,3.084
1657,Na,Sm,Tl,Cl,1.39,0.958,1.50,1.81,0.93,1.17,1.62,3.16,Na2SmTlCl6,-1.60188862,2.774
1693,Na,Sm,Tl,Br,1.39,0.958,1.50,1.96,0.93,1.17,1.62,2.96,Na2SmTlBr6,-1.343232185,2.566
1763,Na,Sm,Tl,I,1.39,0.958,1.50,2.20,0.93,1.17,1.62,2.66,Na2SmTlI6,-0.97994917,2.222
2286,Rb,Sm,Tl,F,1.72,0.958,1.50,1.33,0.82,1.17,1.62,3.98,Rb2SmTlF6,-3.121311933,4.577
2338,Rb,Sm,Tl,Cl,1.72,0.958,1.50,1.81,0.82,1.17,1.62,3.16,Rb2SmTlCl6,-1.854288906,4.021
2385,Rb,Sm,Tl,Br,1.72,0.958,1.50,1.96,0.82,1.17,1.62,2.96,Rb2SmTlBr6,-1.596966472,3.645
2446,Rb,Sm,Tl,I,1.72,0.958,1.50,2.20,0.82,1.17,1.62,2.66,Rb2SmTlI6,-1.236668457,3.175
104,Cs,Sn,Sr,F,1.88,1.0,1.18,1.33,0.79,1.96,0.95,3.98,Cs2SnSrF6,-3.025586439,4.155
141,Cs,Sn,Sr,Cl,1.88,1.0,1.18,1.81,0.79,1.96,0.95,3.16,Cs2SnSrCl6,-1.827374413,3.757
177,Cs,Sn,Sr,Br,1.88,1.0,1.18,1.96,0.79,1.96,0.95,2.96,Cs2SnSrBr6,-1.589130478,3.294
290,Cs,Sn,Zn,Cl,1.88,1.0,0.740,1.81,0.79,1.96,1.65,3.16,Cs2SnZnCl6,-1.409618727,2.161
372,Cs,Sn,Zn,Br,1.88,1.0,0.740,1.96,0.79,1.96,1.65,2.96,Cs2SnZnBr6,-1.186335793,1.497
407,Cs,Sn,V,I,1.88,1.0,0.79,2.20,0.79,1.96,1.63,2.66,Cs2SnVI6,-0.848582222,1.255
485,Cs,Sn,Zn,I,1.88,1.0,0.740,2.20,0.79,1.96,1.65,2.66,Cs2SnZnI6,-0.872233178,0.808
495,Cs,Sn,V,Cl,1.88,1.0,0.79,1.81,0.79,1.96,1.63,3.16,Cs2SnVCl6,-1.428358171,0.777
513,Cs,Sn,V,Br,1.88,1.0,0.79,1.96,0.79,1.96,1.63,2.96,Cs2SnVBr6,-1.181656737,0.674
816,K,Sn,Sr,F,1.64,1.0,1.18,1.33,0.82,1.96,0.95,3.98,K2SnSrF6,-2.958058124,3.637
850,K,Sn,Sr,Cl,1.64,1.0,1.18,1.81,0.82,1.96,0.95,3.16,K2SnSrCl6,-1.721965598,3.397
877,K,Sn,Zn,F,1.64,1.0,0.740,1.33,0.82,1.96,1.65,3.98,K2SnZnF6,-2.559573689,3.191
900,K,Sn,Sr,Br,1.64,1.0,1.18,1.96,0.82,1.96,0.95,2.96,K2SnSrBr6,-1.478977913,3.087
940,K,Sn,Sr,I,1.64,1.0,1.18,2.20,0.82,1.96,0.95,2.66,K2SnSrI6,-1.136785148,2.832
1019,K,Sn,V,F,1.64,1.0,0.79,1.33,0.82,1.96,1.63,3.98,K2SnVF6,-2.660760133,2.243
1045,K,Sn,Zn,Cl,1.64,1.0,0.740,1.81,0.82,1.96,1.65,3.16,K2SnZnCl6,-1.335657412,2.099
1140,K,Sn,Zn,Br,1.64,1.0,0.740,1.96,0.82,1.96,1.65,2.96,K2SnZnBr6,-1.100414978,1.45
1262,K,Sn,V,Cl,1.64,1.0,0.79,1.81,0.82,1.96,1.63,3.16,K2SnVCl6,-1.353942356,0.809
1266,K,Sn,Zn,I,1.64,1.0,0.740,2.20,0.82,1.96,1.65,2.66,K2SnZnI6,-0.774293563,0.781
1297,K,Sn,V,Br,1.64,1.0,0.79,1.96,0.82,1.96,1.63,2.96,K2SnVBr6,-1.095605672,0.669
1316,K,Sn,V,I,1.64,1.0,0.79,2.20,0.82,1.96,1.63,2.66,K2SnVI6,-0.752527907,0.577
1678,Na,Sn,Zn,F,1.39,1.0,0.740,1.33,0.93,1.96,1.65,3.98,Na2SnZnF6,-2.410318128,2.642
1702,Na,Sn,Sr,F,1.39,1.0,1.18,1.33,0.93,1.96,0.95,3.98,Na2SnSrF6,-2.780922063,2.507
1717,Na,Sn,Sr,Br,1.39,1.0,1.18,1.96,0.93,1.96,0.95,2.96,Na2SnSrBr6,-1.278212102,2.403
1724,Na,Sn,Sr,Cl,1.39,1.0,1.18,1.81,0.93,1.96,0.95,3.16,Na2SnSrCl6,-1.524995536,2.385
1781,Na,Sn,Sr,I,1.39,1.0,1.18,2.20,0.93,1.96,0.95,2.66,Na2SnSrI6,-0.936011587,2.13
1794,Na,Sn,Zn,Cl,1.39,1.0,0.740,1.81,0.93,1.96,1.65,3.16,Na2SnZnCl6,-1.154877351,2.063
1868,Na,Sn,V,F,1.39,1.0,0.79,1.33,0.93,1.96,1.63,3.98,Na2SnVF6,-2.505971321,1.615
1902,Na,Sn,Zn,Br,1.39,1.0,0.740,1.96,0.93,1.96,1.65,2.96,Na2SnZnBr6,-0.916299667,1.438
1990,Na,Sn,V,Cl,1.39,1.0,0.79,1.81,0.93,1.96,1.63,3.16,Na2SnVCl6,-1.173725544,0.835
2009,Na,Sn,Zn,I,1.39,1.0,0.740,2.20,0.93,1.96,1.65,2.66,Na2SnZnI6,-0.587423277,0.723
2019,Na,Sn,V,Br,1.39,1.0,0.79,1.96,0.93,1.96,1.63,2.96,Na2SnVBr6,-0.91218886,0.691
2161,Na,Sn,V,I,1.39,1.0,0.79,2.20,0.93,1.96,1.63,2.66,Na2SnVI6,-0.413415345,0.041
2352,Rb,Sn,Sr,F,1.72,1.0,1.18,1.33,0.82,1.96,0.95,3.98,Rb2SnSrF6,-2.992985099,3.897
2377,Rb,Sn,Sr,Cl,1.72,1.0,1.18,1.81,0.82,1.96,0.95,3.16,Rb2SnSrCl6,-1.770762572,3.719
2420,Rb,Sn,Zn,F,1.72,1.0,0.740,1.33,0.82,1.96,1.65,3.98,Rb2SnZnF6,-2.573268664,3.307
2439,Rb,Sn,Sr,Br,1.72,1.0,1.18,1.96,0.82,1.96,0.95,2.96,Rb2SnSrBr6,-1.529217638,3.26
2501,Rb,Sn,Sr,I,1.72,1.0,1.18,2.20,0.82,1.96,0.95,2.66,Rb2SnSrI6,-1.188754373,2.839
2530,Rb,Sn,V,F,1.72,1.0,0.79,1.33,0.82,1.96,1.63,3.98,Rb2SnVF6,-2.680118607,2.621
2598,Rb,Sn,Zn,Cl,1.72,1.0,0.740,1.81,0.82,1.96,1.65,3.16,Rb2SnZnCl6,-1.372749637,2.128
2687,Rb,Sn,Zn,Br,1.72,1.0,0.740,1.96,0.82,1.96,1.65,2.96,Rb2SnZnBr6,-1.141447953,1.518
2830,Rb,Sn,V,Cl,1.72,1.0,0.79,1.81,0.82,1.96,1.63,3.16,Rb2SnVCl6,-1.391089331,0.798
2833,Rb,Sn,Zn,I,1.72,1.0,0.740,2.20,0.82,1.96,1.65,2.66,Rb2SnZnI6,-0.819515338,0.777
2855,Rb,Sn,V,Br,1.72,1.0,0.79,1.96,0.82,1.96,1.63,2.96,Rb2SnVBr6,-1.136783646,0.677
3021,Rb,Sn,V,I,1.72,1.0,0.79,2.20,0.82,1.96,1.63,2.66,Rb2SnVI6,-0.638713881,0.027
3273,Tl,Sn,Zn,F,1.70,1.0,0.740,1.33,1.62,1.96,1.65,3.98,Tl2SnZnF6,-2.132620395,2.587
3279,Tl,Sn,Sr,Cl,1.70,1.0,1.18,1.81,1.62,1.96,0.95,3.16,Tl2SnSrCl6,-1.325255303,2.559
3322,Tl,Sn,Sr,Br,1.70,1.0,1.18,1.96,1.62,1.96,0.95,2.96,Tl2SnSrBr6,-1.088184619,2.416
3360,Tl,Sn,Sr,F,1.70,1.0,1.18,1.33,1.62,1.96,0.95,3.98,Tl2SnSrF6,-2.55192758,2.187
3361,Tl,Sn,Sr,I,1.70,1.0,1.18,2.20,1.62,1.96,0.95,2.66,Tl2SnSrI6,-0.753066854,2.186
3366,Tl,Sn,Zn,Cl,1.70,1.0,0.740,1.81,1.62,1.96,1.65,3.16,Tl2SnZnCl6,-0.941608368,2.148
3471,Tl,Sn,Zn,Br,1.70,1.0,0.740,1.96,1.62,1.96,1.65,2.96,Tl2SnZnBr6,-0.718949684,1.465
3518,Tl,Sn,V,F,1.70,1.0,0.79,1.33,1.62,1.96,1.63,3.98,Tl2SnVF6,-2.241812838,1.079
3555,Tl,Sn,Zn,I,1.70,1.0,0.740,2.20,1.62,1.96,1.65,2.66,Tl2SnZnI6,-0.406056844,0.819
3556,Tl,Sn,V,Cl,1.70,1.0,0.79,1.81,1.62,1.96,1.63,3.16,Tl2SnVCl6,-0.962758561,0.816
3582,Tl,Sn,V,Br,1.70,1.0,0.79,1.96,1.62,1.96,1.63,2.96,Tl2SnVBr6,-0.716518877,0.697
3600,Tl,Sn,V,I,1.70,1.0,0.79,2.20,1.62,1.96,1.63,2.66,Tl2SnVI6,-0.385494862,0.615
