 #energy          xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
  0.36633800E+02  0.37130051E+05  0.37130051E+05  0.37130051E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36642000E+02  0.37138363E+05  0.37138363E+05  0.37138363E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36650200E+02  0.37146674E+05  0.37146674E+05  0.37146674E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36658400E+02  0.37154985E+05  0.37154985E+05  0.37154985E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36666500E+02  0.37163194E+05  0.37163194E+05  0.37163194E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36674700E+02  0.37171506E+05  0.37171506E+05  0.37171506E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36682900E+02  0.37179817E+05  0.37179817E+05  0.37179817E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36691100E+02  0.37188128E+05  0.37188128E+05  0.37188128E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36699200E+02  0.37196337E+05  0.37196337E+05  0.37196337E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36707400E+02  0.37204648E+05  0.37204648E+05  0.37204648E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36715600E+02  0.37212960E+05  0.37212960E+05  0.37212960E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36723700E+02  0.37221169E+05  0.37221169E+05  0.37221169E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36731900E+02  0.37229480E+05  0.37229480E+05  0.37229480E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36740100E+02  0.37237791E+05  0.37237791E+05  0.37237791E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36748300E+02  0.37246103E+05  0.37246103E+05  0.37246103E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36756400E+02  0.37254312E+05  0.37254312E+05  0.37254312E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36764600E+02  0.37262623E+05  0.37262623E+05  0.37262623E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36772800E+02  0.37270934E+05  0.37270934E+05  0.37270934E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36780900E+02  0.37279144E+05  0.37279144E+05  0.37279144E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36789100E+02  0.37287455E+05  0.37287455E+05  0.37287455E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36797300E+02  0.37295766E+05  0.37295766E+05  0.37295766E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36805500E+02  0.37304077E+05  0.37304077E+05  0.37304077E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36813600E+02  0.37312287E+05  0.37312287E+05  0.37312287E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36821800E+02  0.37320598E+05  0.37320598E+05  0.37320598E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36830000E+02  0.37328909E+05  0.37328909E+05  0.37328909E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36838100E+02  0.37337119E+05  0.37337119E+05  0.37337119E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36846300E+02  0.37345430E+05  0.37345430E+05  0.37345430E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36854500E+02  0.37353741E+05  0.37353741E+05  0.37353741E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36862700E+02  0.37362052E+05  0.37362052E+05  0.37362052E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36870800E+02  0.37370262E+05  0.37370262E+05  0.37370262E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36879000E+02  0.37378573E+05  0.37378573E+05  0.37378573E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36887200E+02  0.37386884E+05  0.37386884E+05  0.37386884E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36895300E+02  0.37395094E+05  0.37395094E+05  0.37395094E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36903500E+02  0.37403405E+05  0.37403405E+05  0.37403405E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36911700E+02  0.37411716E+05  0.37411716E+05  0.37411716E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36919900E+02  0.37420027E+05  0.37420027E+05  0.37420027E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36928000E+02  0.37428237E+05  0.37428237E+05  0.37428237E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36936200E+02  0.37436548E+05  0.37436548E+05  0.37436548E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36944400E+02  0.37444859E+05  0.37444859E+05  0.37444859E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36952500E+02  0.37453069E+05  0.37453069E+05  0.37453069E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36960700E+02  0.37461380E+05  0.37461380E+05  0.37461380E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36968900E+02  0.37469691E+05  0.37469691E+05  0.37469691E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36977100E+02  0.37478002E+05  0.37478002E+05  0.37478002E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36985200E+02  0.37486212E+05  0.37486212E+05  0.37486212E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36993400E+02  0.37494523E+05  0.37494523E+05  0.37494523E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37001600E+02  0.37502834E+05  0.37502834E+05  0.37502834E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37009700E+02  0.37511044E+05  0.37511044E+05  0.37511044E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37017900E+02  0.37519355E+05  0.37519355E+05  0.37519355E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37026100E+02  0.37527666E+05  0.37527666E+05  0.37527666E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37034300E+02  0.37535977E+05  0.37535977E+05  0.37535977E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37042400E+02  0.37544186E+05  0.37544186E+05  0.37544186E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37050600E+02  0.37552498E+05  0.37552498E+05  0.37552498E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37058800E+02  0.37560809E+05  0.37560809E+05  0.37560809E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37067000E+02  0.37569120E+05  0.37569120E+05  0.37569120E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37075100E+02  0.37577329E+05  0.37577329E+05  0.37577329E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37083300E+02  0.37585641E+05  0.37585641E+05  0.37585641E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37091500E+02  0.37593952E+05  0.37593952E+05  0.37593952E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37099600E+02  0.37602161E+05  0.37602161E+05  0.37602161E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37107800E+02  0.37610472E+05  0.37610472E+05  0.37610472E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37116000E+02  0.37618783E+05  0.37618783E+05  0.37618783E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37124200E+02  0.37627095E+05  0.37627095E+05  0.37627095E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37132300E+02  0.37635304E+05  0.37635304E+05  0.37635304E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37140500E+02  0.37643615E+05  0.37643615E+05  0.37643615E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37148700E+02  0.37651926E+05  0.37651926E+05  0.37651926E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37156800E+02  0.37660136E+05  0.37660136E+05  0.37660136E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37165000E+02  0.37668447E+05  0.37668447E+05  0.37668447E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37173200E+02  0.37676758E+05  0.37676758E+05  0.37676758E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37181400E+02  0.37685069E+05  0.37685069E+05  0.37685069E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37189500E+02  0.37693279E+05  0.37693279E+05  0.37693279E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37197700E+02  0.37701590E+05  0.37701590E+05  0.37701590E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37205900E+02  0.37709901E+05  0.37709901E+05  0.37709901E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37214000E+02  0.37718111E+05  0.37718111E+05  0.37718111E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37222200E+02  0.37726422E+05  0.37726422E+05  0.37726422E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37230400E+02  0.37734733E+05  0.37734733E+05  0.37734733E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37238600E+02  0.37743044E+05  0.37743044E+05  0.37743044E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37246700E+02  0.37751254E+05  0.37751254E+05  0.37751254E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37254900E+02  0.37759565E+05  0.37759565E+05  0.37759565E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37263100E+02  0.37767876E+05  0.37767876E+05  0.37767876E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37271200E+02  0.37776086E+05  0.37776086E+05  0.37776086E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37279400E+02  0.37784397E+05  0.37784397E+05  0.37784397E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37287600E+02  0.37792708E+05  0.37792708E+05  0.37792708E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37295800E+02  0.37801019E+05  0.37801019E+05  0.37801019E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37303900E+02  0.37809229E+05  0.37809229E+05  0.37809229E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37312100E+02  0.37817540E+05  0.37817540E+05  0.37817540E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37320300E+02  0.37825851E+05  0.37825851E+05  0.37825851E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37328400E+02  0.37834061E+05  0.37834061E+05  0.37834061E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37336600E+02  0.37842372E+05  0.37842372E+05  0.37842372E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37344800E+02  0.37850683E+05  0.37850683E+05  0.37850683E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37353000E+02  0.37858994E+05  0.37858994E+05  0.37858994E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37361100E+02  0.37867204E+05  0.37867204E+05  0.37867204E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37369300E+02  0.37875515E+05  0.37875515E+05  0.37875515E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37377500E+02  0.37883826E+05  0.37883826E+05  0.37883826E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37385600E+02  0.37892036E+05  0.37892036E+05  0.37892036E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37393800E+02  0.37900347E+05  0.37900347E+05  0.37900347E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37402000E+02  0.37908658E+05  0.37908658E+05  0.37908658E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37410200E+02  0.37916969E+05  0.37916969E+05  0.37916969E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37418300E+02  0.37925179E+05  0.37925179E+05  0.37925179E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37426500E+02  0.37933490E+05  0.37933490E+05  0.37933490E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37434700E+02  0.37941801E+05  0.37941801E+05  0.37941801E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37442800E+02  0.37950010E+05  0.37950010E+05  0.37950010E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37451000E+02  0.37958322E+05  0.37958322E+05  0.37958322E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37459200E+02  0.37966633E+05  0.37966633E+05  0.37966633E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37467400E+02  0.37974944E+05  0.37974944E+05  0.37974944E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37475500E+02  0.37983153E+05  0.37983153E+05  0.37983153E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37483700E+02  0.37991464E+05  0.37991464E+05  0.37991464E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37491900E+02  0.26869899E+05  0.26869899E+05  0.26869899E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37500100E+02  0.26875776E+05  0.26875776E+05  0.26875776E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37508200E+02  0.26881581E+05  0.26881581E+05  0.26881581E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37516400E+02  0.26887458E+05  0.26887458E+05  0.26887458E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37524600E+02  0.26893335E+05  0.26893335E+05  0.26893335E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37532700E+02  0.26899140E+05  0.26899140E+05  0.26899140E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37540900E+02  0.26905017E+05  0.26905017E+05  0.26905017E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37549100E+02  0.26910893E+05  0.26910893E+05  0.26910893E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37557300E+02  0.26916770E+05  0.26916770E+05  0.26916770E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37565400E+02  0.26922575E+05  0.26922575E+05  0.26922575E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37573600E+02  0.26928452E+05  0.26928452E+05  0.26928452E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37581800E+02  0.26934329E+05  0.26934329E+05  0.26934329E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37589900E+02  0.26940134E+05  0.26940134E+05  0.26940134E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37598100E+02  0.26946011E+05  0.26946011E+05  0.26946011E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37606300E+02  0.26951888E+05  0.26951888E+05  0.26951888E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37614500E+02  0.26957765E+05  0.26957765E+05  0.26957765E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37622600E+02  0.26963570E+05  0.26963570E+05  0.26963570E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37630800E+02  0.26969447E+05  0.26969447E+05  0.26969447E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37639000E+02  0.26975323E+05  0.26975323E+05  0.26975323E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37647100E+02  0.26981129E+05  0.26981129E+05  0.26981129E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37655300E+02  0.26987005E+05  0.26987005E+05  0.26987005E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37663500E+02  0.26992882E+05  0.26992882E+05  0.26992882E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37671700E+02  0.26998759E+05  0.26998759E+05  0.26998759E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37679800E+02  0.27004564E+05  0.27004564E+05  0.27004564E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37688000E+02  0.27010441E+05  0.27010441E+05  0.27010441E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37696200E+02  0.27016318E+05  0.27016318E+05  0.27016318E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37704300E+02  0.27022123E+05  0.27022123E+05  0.27022123E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37712500E+02  0.27028000E+05  0.27028000E+05  0.27028000E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37720700E+02  0.27033877E+05  0.27033877E+05  0.27033877E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37728900E+02  0.27039753E+05  0.27039753E+05  0.27039753E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37737000E+02  0.27045559E+05  0.27045559E+05  0.27045559E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37745200E+02  0.27051435E+05  0.27051435E+05  0.27051435E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37753400E+02  0.27057312E+05  0.27057312E+05  0.27057312E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37761500E+02  0.27063117E+05  0.27063117E+05  0.27063117E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37769700E+02  0.27068994E+05  0.27068994E+05  0.27068994E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37777900E+02  0.27074871E+05  0.27074871E+05  0.27074871E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37786100E+02  0.27080748E+05  0.27080748E+05  0.27080748E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37794200E+02  0.27086553E+05  0.27086553E+05  0.27086553E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37802400E+02  0.27092430E+05  0.27092430E+05  0.27092430E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37810600E+02  0.27098307E+05  0.27098307E+05  0.27098307E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37818700E+02  0.27104112E+05  0.27104112E+05  0.27104112E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37826900E+02  0.27109989E+05  0.27109989E+05  0.27109989E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37835100E+02  0.27115865E+05  0.27115865E+05  0.27115865E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37843300E+02  0.27121742E+05  0.27121742E+05  0.27121742E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37851400E+02  0.27127547E+05  0.27127547E+05  0.27127547E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37859600E+02  0.27133424E+05  0.27133424E+05  0.27133424E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37867800E+02  0.27139301E+05  0.27139301E+05  0.27139301E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37876000E+02  0.27145178E+05  0.27145178E+05  0.27145178E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37884100E+02  0.27150983E+05  0.27150983E+05  0.27150983E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37892300E+02  0.27156860E+05  0.27156860E+05  0.27156860E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37900500E+02  0.27162737E+05  0.27162737E+05  0.27162737E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37908600E+02  0.27168542E+05  0.27168542E+05  0.27168542E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37916800E+02  0.27174419E+05  0.27174419E+05  0.27174419E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37925000E+02  0.27180295E+05  0.27180295E+05  0.27180295E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37933200E+02  0.27186172E+05  0.27186172E+05  0.27186172E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37941300E+02  0.27191977E+05  0.27191977E+05  0.27191977E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37949500E+02  0.27197854E+05  0.27197854E+05  0.27197854E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37957700E+02  0.27203731E+05  0.27203731E+05  0.27203731E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37965800E+02  0.27209536E+05  0.27209536E+05  0.27209536E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37974000E+02  0.27215413E+05  0.27215413E+05  0.27215413E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37982200E+02  0.27221290E+05  0.27221290E+05  0.27221290E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37990400E+02  0.27227167E+05  0.27227167E+05  0.27227167E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37998500E+02  0.27232972E+05  0.27232972E+05  0.27232972E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38006700E+02  0.27238849E+05  0.27238849E+05  0.27238849E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38014900E+02  0.27244725E+05  0.27244725E+05  0.27244725E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38023000E+02  0.27250531E+05  0.27250531E+05  0.27250531E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38031200E+02  0.27256407E+05  0.27256407E+05  0.27256407E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38039400E+02  0.27262284E+05  0.27262284E+05  0.27262284E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38047600E+02  0.27268161E+05  0.27268161E+05  0.27268161E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38055700E+02  0.27273966E+05  0.27273966E+05  0.27273966E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38063900E+02  0.27279843E+05  0.27279843E+05  0.27279843E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38072100E+02  0.27285720E+05  0.27285720E+05  0.27285720E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38080200E+02  0.27291525E+05  0.27291525E+05  0.27291525E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38088400E+02  0.27297402E+05  0.27297402E+05  0.27297402E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38096600E+02  0.27303279E+05  0.27303279E+05  0.27303279E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38104800E+02  0.27309155E+05  0.27309155E+05  0.27309155E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38112900E+02  0.27314961E+05  0.27314961E+05  0.27314961E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38121100E+02  0.27320837E+05  0.27320837E+05  0.27320837E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38129300E+02  0.27326714E+05  0.27326714E+05  0.27326714E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38137400E+02  0.27332519E+05  0.27332519E+05  0.27332519E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38145600E+02  0.27338396E+05  0.27338396E+05  0.27338396E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38153800E+02  0.27344273E+05  0.27344273E+05  0.27344273E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38162000E+02  0.27350150E+05  0.27350150E+05  0.27350150E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38170100E+02  0.27355955E+05  0.27355955E+05  0.27355955E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38178300E+02  0.27361832E+05  0.27361832E+05  0.27361832E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38186500E+02  0.27367709E+05  0.27367709E+05  0.27367709E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38194600E+02  0.27373514E+05  0.27373514E+05  0.27373514E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38202800E+02  0.27379391E+05  0.27379391E+05  0.27379391E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38211000E+02  0.27385267E+05  0.27385267E+05  0.27385267E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38219200E+02  0.27391144E+05  0.27391144E+05  0.27391144E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38227300E+02  0.27396949E+05  0.27396949E+05  0.27396949E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38235500E+02  0.27402826E+05  0.27402826E+05  0.27402826E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38243700E+02  0.27408703E+05  0.27408703E+05  0.27408703E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38251900E+02  0.27414580E+05  0.27414580E+05  0.27414580E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38260000E+02  0.27420385E+05  0.27420385E+05  0.27420385E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38268200E+02  0.27426262E+05  0.27426262E+05  0.27426262E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38276400E+02  0.27432139E+05  0.27432139E+05  0.27432139E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38284500E+02  0.27437944E+05  0.27437944E+05  0.27437944E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38292700E+02  0.27443821E+05  0.27443821E+05  0.27443821E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38300900E+02  0.27449697E+05  0.27449697E+05  0.27449697E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38309100E+02  0.27455574E+05  0.27455574E+05  0.27455574E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38317200E+02  0.27461379E+05  0.27461379E+05  0.27461379E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38325400E+02  0.27467256E+05  0.27467256E+05  0.27467256E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38333600E+02  0.27473133E+05  0.27473133E+05  0.27473133E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38341700E+02  0.27478938E+05  0.27478938E+05  0.27478938E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38349900E+02  0.27484815E+05  0.27484815E+05  0.27484815E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38358100E+02  0.27490692E+05  0.27490692E+05  0.27490692E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38366300E+02  0.27496569E+05  0.27496569E+05  0.27496569E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38374400E+02  0.27502374E+05  0.27502374E+05  0.27502374E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38382600E+02  0.27508251E+05  0.27508251E+05  0.27508251E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38390800E+02  0.27514128E+05  0.27514128E+05  0.27514128E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38398900E+02  0.27519933E+05  0.27519933E+05  0.27519933E+05  0.00000000E+00  0.00000000E+00  0.00000000E+00
