 #energy          xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
  0.66436000E+01  0.72768025E+06  0.72768025E+06  0.72768025E+06  0.47613714E+04  0.47613714E+04  0.00000000E+00
  0.66518000E+01  0.74370600E+06  0.74369072E+06  0.74370600E+06  0.47672482E+04  0.47672482E+04  0.00000000E+00
  0.66600000E+01  0.76059115E+06  0.76059115E+06  0.76060613E+06  0.47731251E+04  0.47731251E+04  0.00000000E+00
  0.66681000E+01  0.77820297E+06  0.77820297E+06  0.77820297E+06  0.47789302E+04  0.47789302E+04  0.00000000E+00
  0.66763000E+01  0.79636497E+06  0.79636497E+06  0.79636497E+06  0.47848070E+04  0.47848070E+04  0.00000000E+00
  0.66845000E+01  0.81485293E+06  0.81483885E+06  0.81485293E+06  0.47906838E+04  0.47906838E+04  0.00000000E+00
  0.66926000E+01  0.83340290E+06  0.83338910E+06  0.83340290E+06  0.47964890E+04  0.47964890E+04  0.00000000E+00
  0.67008000E+01  0.85176697E+06  0.85176697E+06  0.85176697E+06  0.48023658E+04  0.48023658E+04  0.48023658E+04
  0.67090000E+01  0.86966742E+06  0.86965413E+06  0.86966742E+06  0.48082426E+04  0.48082426E+04  0.48082426E+04
  0.67172000E+01  0.88680471E+06  0.88680471E+06  0.88681778E+06  0.48141195E+04  0.48141195E+04  0.48141195E+04
  0.67253000E+01  0.90290967E+06  0.90289681E+06  0.90290967E+06  0.68164028E+04  0.48199246E+04  0.48199246E+04
  0.67335000E+01  0.91775274E+06  0.91775274E+06  0.91776543E+06  0.68247138E+04  0.48258014E+04  0.48258014E+04
  0.67417000E+01  0.93112345E+06  0.93112345E+06  0.93113598E+06  0.68330249E+04  0.48316783E+04  0.48316783E+04
  0.67498000E+01  0.94285021E+06  0.94285021E+06  0.94286262E+06  0.68412346E+04  0.48374834E+04  0.48374834E+04
  0.67580000E+01  0.95285035E+06  0.95285035E+06  0.95287497E+06  0.68495457E+04  0.48433602E+04  0.48433602E+04
  0.67662000E+01  0.96105468E+06  0.96104244E+06  0.96106691E+06  0.68578568E+04  0.48492370E+04  0.48492370E+04
  0.67744000E+01  0.96744768E+06  0.96743550E+06  0.96747205E+06  0.68661679E+04  0.48551139E+04  0.48551139E+04
  0.67825000E+01  0.97206227E+06  0.97206227E+06  0.97208658E+06  0.68743776E+04  0.48609190E+04  0.48609190E+04
  0.67907000E+01  0.97501247E+06  0.97500033E+06  0.97503677E+06  0.68826887E+04  0.48667958E+04  0.48667958E+04
  0.67989000E+01  0.97638439E+06  0.97637223E+06  0.97639655E+06  0.68909998E+04  0.48726727E+04  0.48726727E+04
  0.68070000E+01  0.97628080E+06  0.97628080E+06  0.97630518E+06  0.68992095E+04  0.48784778E+04  0.48784778E+04
  0.68152000E+01  0.97489076E+06  0.97489076E+06  0.97491523E+06  0.69075206E+04  0.48843546E+04  0.48843546E+04
  0.68234000E+01  0.97233248E+06  0.97233248E+06  0.97235708E+06  0.69158316E+04  0.48902315E+04  0.48902315E+04
  0.68316000E+01  0.96877393E+06  0.96877393E+06  0.96878630E+06  0.69241427E+04  0.48961083E+04  0.48961083E+04
  0.68397000E+01  0.96433234E+06  0.96431988E+06  0.96434480E+06  0.69323524E+04  0.49019134E+04  0.49019134E+04
  0.68479000E+01  0.95916856E+06  0.95916856E+06  0.95918112E+06  0.69406635E+04  0.69406635E+04  0.49077902E+04
  0.68561000E+01  0.95342869E+06  0.95344135E+06  0.95344135E+06  0.69489746E+04  0.69489746E+04  0.49136671E+04
  0.68643000E+01  0.94725176E+06  0.94725176E+06  0.94725176E+06  0.69572857E+04  0.69572857E+04  0.49195439E+04
  0.68724000E+01  0.94074167E+06  0.94074167E+06  0.94074167E+06  0.69654954E+04  0.69654954E+04  0.49253490E+04
  0.68806000E+01  0.93406061E+06  0.93407363E+06  0.93406061E+06  0.69738065E+04  0.69738065E+04  0.49312259E+04
  0.68888000E+01  0.92734771E+06  0.92737399E+06  0.92734771E+06  0.69821176E+04  0.69821176E+04  0.49371027E+04
  0.68969000E+01  0.92073517E+06  0.92074844E+06  0.92073517E+06  0.69903273E+04  0.69903273E+04  0.49429078E+04
  0.69051000E+01  0.91438757E+06  0.91440096E+06  0.91438757E+06  0.69986384E+04  0.69986384E+04  0.49487847E+04
  0.69133000E+01  0.90844769E+06  0.90846120E+06  0.90843418E+06  0.70069495E+04  0.70069495E+04  0.49546615E+04
  0.69215000E+01  0.90306324E+06  0.90307686E+06  0.90304961E+06  0.70152605E+04  0.70152605E+04  0.49605383E+04
  0.69296000E+01  0.89837296E+06  0.89840041E+06  0.89835923E+06  0.70234703E+04  0.70234703E+04  0.49663434E+04
  0.69378000E+01  0.89455756E+06  0.89458520E+06  0.89454375E+06  0.70317813E+04  0.70317813E+04  0.49722203E+04
  0.69460000E+01  0.89171879E+06  0.89174658E+06  0.89171879E+06  0.70400924E+04  0.70400924E+04  0.49780971E+04
  0.69541000E+01  0.88995805E+06  0.88998596E+06  0.88994409E+06  0.70483021E+04  0.70483021E+04  0.49839022E+04
  0.69623000E+01  0.88932926E+06  0.88937125E+06  0.88932926E+06  0.70566132E+04  0.70566132E+04  0.49897791E+04
  0.69705000E+01  0.88987202E+06  0.88990006E+06  0.88985800E+06  0.70649243E+04  0.70649243E+04  0.49956559E+04
  0.69787000E+01  0.89150830E+06  0.89153636E+06  0.89149427E+06  0.70732354E+04  0.70732354E+04  0.50015327E+04
  0.69868000E+01  0.89414287E+06  0.89417091E+06  0.89414287E+06  0.70814451E+04  0.70814451E+04  0.50073379E+04
  0.69950000E+01  0.89765945E+06  0.89770145E+06  0.89765945E+06  0.70897562E+04  0.70897562E+04  0.50132147E+04
  0.70032000E+01  0.90187362E+06  0.90190155E+06  0.90185966E+06  0.70980673E+04  0.70980673E+04  0.50190915E+04
  0.70113000E+01  0.90651698E+06  0.90655876E+06  0.90651698E+06  0.71062770E+04  0.71062770E+04  0.50248966E+04
  0.70195000E+01  0.91141733E+06  0.91144510E+06  0.91141733E+06  0.71145881E+04  0.71145881E+04  0.00000000E+00
  0.70277000E+01  0.91632436E+06  0.91635205E+06  0.91632436E+06  0.71228991E+04  0.71228991E+04  0.00000000E+00
  0.70359000E+01  0.92103107E+06  0.92105868E+06  0.92103107E+06  0.71312102E+04  0.71312102E+04  0.00000000E+00
  0.70440000E+01  0.92536082E+06  0.92538836E+06  0.92536082E+06  0.71394200E+04  0.71394200E+04  0.00000000E+00
  0.70522000E+01  0.92923253E+06  0.92924627E+06  0.92923253E+06  0.71477310E+04  0.71477310E+04  0.00000000E+00
  0.70604000E+01  0.93258083E+06  0.93259456E+06  0.93258083E+06  0.50600859E+04  0.71560421E+04  0.00000000E+00
  0.70685000E+01  0.93542196E+06  0.93543568E+06  0.93542196E+06  0.50658911E+04  0.71642518E+04  0.00000000E+00
  0.70767000E+01  0.93786574E+06  0.93787946E+06  0.93786574E+06  0.50717679E+04  0.71725629E+04  0.00000000E+00
  0.70849000E+01  0.94005019E+06  0.94006390E+06  0.94005019E+06  0.50776447E+04  0.71808740E+04  0.00000000E+00
  0.70931000E+01  0.94215361E+06  0.94218104E+06  0.94216732E+06  0.50835215E+04  0.71891851E+04  0.00000000E+00
  0.71012000E+01  0.94442327E+06  0.94443698E+06  0.94442327E+06  0.50893267E+04  0.71973948E+04  0.00000000E+00
  0.71094000E+01  0.94710500E+06  0.94711870E+06  0.94710500E+06  0.50952035E+04  0.72057059E+04  0.00000000E+00
  0.71176000E+01  0.95043133E+06  0.95044502E+06  0.95043133E+06  0.51010803E+04  0.51010803E+04  0.51010803E+04
  0.71257000E+01  0.95459151E+06  0.95460517E+06  0.95459151E+06  0.00000000E+00  0.51068855E+04  0.51068855E+04
  0.71339000E+01  0.95978410E+06  0.95979772E+06  0.95978410E+06  0.00000000E+00  0.51127623E+04  0.51127623E+04
  0.71421000E+01  0.96610838E+06  0.96612194E+06  0.96610838E+06  0.00000000E+00  0.51186391E+04  0.51186391E+04
  0.71503000E+01  0.97363105E+06  0.97364454E+06  0.97363105E+06  0.00000000E+00  0.51245159E+04  0.51245159E+04
  0.71584000E+01  0.98230578E+06  0.98231918E+06  0.98230578E+06  0.00000000E+00  0.51303211E+04  0.51303211E+04
  0.71666000E+01  0.99209754E+06  0.99209754E+06  0.99208425E+06  0.00000000E+00  0.51361979E+04  0.51361979E+04
  0.71748000E+01  0.10028100E+07  0.10028232E+07  0.10027969E+07  0.51420747E+04  0.51420747E+04  0.51420747E+04
  0.71829000E+01  0.10142499E+07  0.10142630E+07  0.10142369E+07  0.51478799E+04  0.51478799E+04  0.72802015E+04
  0.71911000E+01  0.10261672E+07  0.10261801E+07  0.10261542E+07  0.51537567E+04  0.51537567E+04  0.72885126E+04
  0.71993000E+01  0.10382793E+07  0.10382921E+07  0.10382665E+07  0.51596335E+04  0.51596335E+04  0.72968237E+04
  0.72075000E+01  0.10502513E+07  0.10502640E+07  0.10502259E+07  0.51655103E+04  0.51655103E+04  0.73051348E+04
  0.72156000E+01  0.10617329E+07  0.10617455E+07  0.10617077E+07  0.51713155E+04  0.51713155E+04  0.73133445E+04
  0.72238000E+01  0.10724164E+07  0.10724289E+07  0.10723914E+07  0.51771923E+04  0.51771923E+04  0.73216556E+04
  0.72320000E+01  0.10819463E+07  0.10819587E+07  0.10819215E+07  0.51830691E+04  0.51830691E+04  0.73299667E+04
  0.72401000E+01  0.10899971E+07  0.10900095E+07  0.10899724E+07  0.51888743E+04  0.51888743E+04  0.73381764E+04
  0.72483000E+01  0.10963263E+07  0.10963263E+07  0.10962894E+07  0.51947511E+04  0.51947511E+04  0.73464875E+04
  0.72565000E+01  0.11006426E+07  0.11006549E+07  0.11006180E+07  0.52006279E+04  0.52006279E+04  0.73547985E+04
  0.72647000E+01  0.11027716E+07  0.11027839E+07  0.11027470E+07  0.52065047E+04  0.00000000E+00  0.52065047E+04
  0.72728000E+01  0.11025730E+07  0.11025730E+07  0.11025360E+07  0.52123099E+04  0.00000000E+00  0.52123099E+04
  0.72810000E+01  0.11000106E+07  0.11000106E+07  0.10999735E+07  0.52181867E+04  0.00000000E+00  0.52181867E+04
  0.72892000E+01  0.10950863E+07  0.10950863E+07  0.10950490E+07  0.52240635E+04  0.00000000E+00  0.52240635E+04
  0.72974000E+01  0.10879030E+07  0.10879030E+07  0.10878653E+07  0.52299404E+04  0.52299404E+04  0.52299404E+04
  0.73055000E+01  0.10786144E+07  0.10786271E+07  0.10785890E+07  0.52357455E+04  0.52357455E+04  0.52357455E+04
  0.73137000E+01  0.10675037E+07  0.10675166E+07  0.10674780E+07  0.52416223E+04  0.52416223E+04  0.52416223E+04
  0.73219000E+01  0.10548648E+07  0.10548779E+07  0.10548387E+07  0.52474991E+04  0.52474991E+04  0.00000000E+00
  0.73300000E+01  0.10410294E+07  0.10410427E+07  0.10410029E+07  0.52533043E+04  0.52533043E+04  0.00000000E+00
  0.73382000E+01  0.10264165E+07  0.10264299E+07  0.10263895E+07  0.52591811E+04  0.52591811E+04  0.00000000E+00
  0.73464000E+01  0.10113983E+07  0.10114120E+07  0.10113709E+07  0.52650579E+04  0.52650579E+04  0.00000000E+00
  0.73546000E+01  0.99637399E+06  0.99638793E+06  0.99634610E+06  0.52709348E+04  0.52709348E+04  0.00000000E+00
  0.73627000E+01  0.98170055E+06  0.98171474E+06  0.98167219E+06  0.52767399E+04  0.52767399E+04  0.00000000E+00
  0.73709000E+01  0.96772867E+06  0.96774309E+06  0.96769983E+06  0.52826167E+04  0.52826167E+04  0.00000000E+00
  0.73791000E+01  0.95471591E+06  0.95473056E+06  0.95470126E+06  0.52884936E+04  0.52884936E+04  0.00000000E+00
  0.73872000E+01  0.94289067E+06  0.94292040E+06  0.94287581E+06  0.52942987E+04  0.52942987E+04  0.00000000E+00
  0.73954000E+01  0.93245438E+06  0.93246945E+06  0.93242426E+06  0.53001755E+04  0.53001755E+04  0.00000000E+00
  0.74036000E+01  0.92346655E+06  0.92348179E+06  0.92345130E+06  0.53060523E+04  0.53060523E+04  0.00000000E+00
  0.74118000E+01  0.91599594E+06  0.91602675E+06  0.91598054E+06  0.53119292E+04  0.53119292E+04  0.00000000E+00
  0.74199000E+01  0.91004754E+06  0.91007861E+06  0.91003200E+06  0.53177343E+04  0.53177343E+04  0.00000000E+00
  0.74281000E+01  0.90559304E+06  0.90562434E+06  0.90559304E+06  0.53236111E+04  0.53236111E+04  0.00000000E+00
  0.74363000E+01  0.90258934E+06  0.90262081E+06  0.90257361E+06  0.53294880E+04  0.53294880E+04  0.53294880E+04
  0.74444000E+01  0.90090654E+06  0.90093814E+06  0.90090654E+06  0.53352931E+04  0.53352931E+04  0.53352931E+04
  0.74526000E+01  0.90049020E+06  0.90053772E+06  0.90049020E+06  0.53411699E+04  0.53411699E+04  0.53411699E+04
  0.74608000E+01  0.90124310E+06  0.90129069E+06  0.90124310E+06  0.53470468E+04  0.53470468E+04  0.53470468E+04
  0.74690000E+01  0.90304313E+06  0.90309072E+06  0.90304313E+06  0.53529236E+04  0.53529236E+04  0.53529236E+04
  0.74771000E+01  0.90578368E+06  0.90583124E+06  0.90578368E+06  0.53587287E+04  0.53587287E+04  0.53587287E+04
  0.74853000E+01  0.90940745E+06  0.90945492E+06  0.90940745E+06  0.53646055E+04  0.53646055E+04  0.53646055E+04
  0.74935000E+01  0.91378722E+06  0.91385034E+06  0.91378722E+06  0.53704824E+04  0.53704824E+04  0.53704824E+04
  0.75016000E+01  0.91887344E+06  0.91893635E+06  0.91887344E+06  0.53762875E+04  0.53762875E+04  0.53762875E+04
  0.75098000E+01  0.92458942E+06  0.92465207E+06  0.92458942E+06  0.53821643E+04  0.53821643E+04  0.53821643E+04
  0.75180000E+01  0.93086890E+06  0.93094687E+06  0.93086890E+06  0.53880412E+04  0.53880412E+04  0.53880412E+04
  0.75262000E+01  0.93768885E+06  0.93776642E+06  0.93768885E+06  0.53939180E+04  0.53939180E+04  0.53939180E+04
  0.75343000E+01  0.94498240E+06  0.94507496E+06  0.94498240E+06  0.76363617E+04  0.53997231E+04  0.76363617E+04
  0.75425000E+01  0.95275137E+06  0.95284337E+06  0.95273603E+06  0.76446728E+04  0.54056000E+04  0.76446728E+04
  0.75507000E+01  0.96094481E+06  0.96103623E+06  0.96092957E+06  0.76529838E+04  0.54114768E+04  0.76529838E+04
  0.75588000E+01  0.96952700E+06  0.96961780E+06  0.96951186E+06  0.76611936E+04  0.54172819E+04  0.76611936E+04
  0.75670000E+01  0.97850076E+06  0.97859093E+06  0.97847070E+06  0.76695047E+04  0.54231587E+04  0.76695047E+04
  0.75752000E+01  0.98780105E+06  0.98790548E+06  0.98778613E+06  0.76778157E+04  0.54290356E+04  0.76778157E+04
  0.75834000E+01  0.99739157E+06  0.99751003E+06  0.99737676E+06  0.76861268E+04  0.54349124E+04  0.76861268E+04
  0.75915000E+01  0.10072089E+07  0.10073265E+07  0.10071942E+07  0.76943365E+04  0.54407175E+04  0.76943365E+04
  0.75997000E+01  0.10172162E+07  0.10173474E+07  0.10172016E+07  0.77026476E+04  0.54465944E+04  0.94337782E+04
  0.76079000E+01  0.10273532E+07  0.10274834E+07  0.10273243E+07  0.77109587E+04  0.54524712E+04  0.94439571E+04
  0.76160000E+01  0.10375177E+07  0.10376613E+07  0.10375033E+07  0.77191684E+04  0.54582763E+04  0.94540119E+04
  0.76242000E+01  0.10477077E+07  0.10478502E+07  0.10476792E+07  0.77274795E+04  0.00000000E+00  0.94641909E+04
  0.76324000E+01  0.10578393E+07  0.10579807E+07  0.10578110E+07  0.77357906E+04  0.00000000E+00  0.94743698E+04
  0.76406000E+01  0.10678720E+07  0.10680124E+07  0.10678439E+07  0.77441017E+04  0.00000000E+00  0.94845488E+04
  0.76487000E+01  0.10777665E+07  0.10779198E+07  0.10777386E+07  0.77523114E+04  0.00000000E+00  0.94946036E+04
  0.76569000E+01  0.10875260E+07  0.10876921E+07  0.10875122E+07  0.77606225E+04  0.00000000E+00  0.10975178E+05
  0.76651000E+01  0.10971401E+07  0.10973051E+07  0.10971264E+07  0.77689335E+04  0.00000000E+00  0.10986931E+05
  0.76733000E+01  0.11066120E+07  0.11067760E+07  0.11065983E+07  0.77772446E+04  0.00000000E+00  0.10998685E+05
  0.76814000E+01  0.11159302E+07  0.11160931E+07  0.11159166E+07  0.77854543E+04  0.00000000E+00  0.11010295E+05
  0.76896000E+01  0.11251401E+07  0.11252886E+07  0.11251131E+07  0.77937654E+04  0.00000000E+00  0.11022049E+05
  0.76978000E+01  0.11342164E+07  0.11343774E+07  0.11342030E+07  0.78020765E+04  0.00000000E+00  0.11033802E+05
  0.77059000E+01  0.11431735E+07  0.11433203E+07  0.11431469E+07  0.78102862E+04  0.00000000E+00  0.11045413E+05
  0.77141000E+01  0.11519901E+07  0.11521360E+07  0.11519636E+07  0.78185973E+04  0.00000000E+00  0.11057166E+05
  0.77223000E+01  0.11606674E+07  0.11607994E+07  0.11606411E+07  0.78269084E+04  0.55344600E+04  0.11068920E+05
  0.77305000E+01  0.11691555E+07  0.11692736E+07  0.11691292E+07  0.78352195E+04  0.55403368E+04  0.11080674E+05
  0.77386000E+01  0.11774030E+07  0.11775075E+07  0.11773768E+07  0.78434292E+04  0.55461420E+04  0.11092284E+05
  0.77468000E+01  0.11854048E+07  0.11854958E+07  0.11853788E+07  0.78517403E+04  0.55520188E+04  0.11104038E+05
  0.77550000E+01  0.11931107E+07  0.11931884E+07  0.11930849E+07  0.78600514E+04  0.55578956E+04  0.11115791E+05
  0.77631000E+01  0.12004837E+07  0.12005481E+07  0.12004450E+07  0.78682611E+04  0.55637008E+04  0.96366124E+04
  0.77713000E+01  0.12075456E+07  0.12075969E+07  0.12075199E+07  0.78765722E+04  0.55695776E+04  0.96467914E+04
  0.77795000E+01  0.12142976E+07  0.12143232E+07  0.12142720E+07  0.78848832E+04  0.55754544E+04  0.96569703E+04
  0.77877000E+01  0.12207687E+07  0.12207942E+07  0.12207559E+07  0.55813312E+04  0.55813312E+04  0.96671493E+04
  0.77958000E+01  0.12270094E+07  0.12270094E+07  0.12269967E+07  0.55871364E+04  0.55871364E+04  0.79014040E+04
  0.78040000E+01  0.12331040E+07  0.12331040E+07  0.12331040E+07  0.55930132E+04  0.55930132E+04  0.79097151E+04
  0.78122000E+01  0.12391268E+07  0.12391015E+07  0.12391268E+07  0.55988900E+04  0.55988900E+04  0.79180262E+04
  0.78203000E+01  0.12451130E+07  0.12450878E+07  0.12451130E+07  0.56046952E+04  0.56046952E+04  0.56046952E+04
  0.78285000E+01  0.12511576E+07  0.12511198E+07  0.12511701E+07  0.56105720E+04  0.56105720E+04  0.56105720E+04
  0.78367000E+01  0.12572694E+07  0.12572192E+07  0.12572819E+07  0.56164488E+04  0.00000000E+00  0.56164488E+04
  0.78449000E+01  0.12634480E+07  0.12633855E+07  0.12634605E+07  0.56223256E+04  0.00000000E+00  0.56223256E+04
  0.78530000E+01  0.12696020E+07  0.12695396E+07  0.12696270E+07  0.56281308E+04  0.00000000E+00  0.56281308E+04
  0.78612000E+01  0.12756767E+07  0.12756020E+07  0.12757016E+07  0.56340076E+04  0.00000000E+00  0.56340076E+04
  0.78694000E+01  0.12814830E+07  0.12814086E+07  0.12815202E+07  0.56398844E+04  0.00000000E+00  0.00000000E+00
  0.78775000E+01  0.12867962E+07  0.12867219E+07  0.12868334E+07  0.56456896E+04  0.00000000E+00  0.00000000E+00
  0.78857000E+01  0.12914046E+07  0.12913304E+07  0.12914417E+07  0.56515664E+04  0.00000000E+00  0.00000000E+00
  0.78939000E+01  0.12949985E+07  0.12949120E+07  0.12950356E+07  0.56574432E+04  0.00000000E+00  0.00000000E+00
  0.79021000E+01  0.12972836E+07  0.12971970E+07  0.12973206E+07  0.56633200E+04  0.00000000E+00  0.00000000E+00
  0.79102000E+01  0.12979449E+07  0.12978583E+07  0.12979945E+07  0.56691252E+04  0.00000000E+00  0.00000000E+00
  0.79184000E+01  0.12967721E+07  0.12966852E+07  0.12968218E+07  0.56750020E+04  0.00000000E+00  0.00000000E+00
  0.79266000E+01  0.12935200E+07  0.12934327E+07  0.12935699E+07  0.56808788E+04  0.00000000E+00  0.00000000E+00
  0.79347000E+01  0.12880057E+07  0.12879178E+07  0.12880559E+07  0.56866840E+04  0.00000000E+00  0.00000000E+00
  0.79429000E+01  0.12801935E+07  0.12800923E+07  0.12802441E+07  0.56925608E+04  0.00000000E+00  0.56925608E+04
  0.79511000E+01  0.12700231E+07  0.12699336E+07  0.12700742E+07  0.56984376E+04  0.00000000E+00  0.56984376E+04
  0.79593000E+01  0.12575782E+07  0.12574876E+07  0.12576299E+07  0.57043144E+04  0.00000000E+00  0.57043144E+04
  0.79674000E+01  0.12429843E+07  0.12428794E+07  0.12430368E+07  0.57101196E+04  0.57101196E+04  0.57101196E+04
  0.79756000E+01  0.12264376E+07  0.12263444E+07  0.12264909E+07  0.57159964E+04  0.57159964E+04  0.57159964E+04
  0.79838000E+01  0.12081827E+07  0.12080879E+07  0.12082369E+07  0.57218732E+04  0.57218732E+04  0.57218732E+04
  0.79919000E+01  0.11884760E+07  0.11883794E+07  0.11885312E+07  0.57276784E+04  0.57276784E+04  0.57276784E+04
  0.80001000E+01  0.11676481E+07  0.11675495E+07  0.11677044E+07  0.57335552E+04  0.57335552E+04  0.57335552E+04
  0.80083000E+01  0.11459908E+07  0.11458902E+07  0.11460339E+07  0.57394320E+04  0.57394320E+04  0.57394320E+04
  0.80165000E+01  0.11237918E+07  0.11237037E+07  0.11238506E+07  0.57453089E+04  0.57453089E+04  0.57453089E+04
  0.80246000E+01  0.11013646E+07  0.11012595E+07  0.11014097E+07  0.57511140E+04  0.57511140E+04  0.57511140E+04
  0.80328000E+01  0.10789866E+07  0.10788945E+07  0.10790327E+07  0.57569908E+04  0.57569908E+04  0.57569908E+04
  0.80410000E+01  0.10569168E+07  0.10568226E+07  0.10569640E+07  0.57628676E+04  0.00000000E+00  0.57628676E+04
  0.80492000E+01  0.10354053E+07  0.10353088E+07  0.10354535E+07  0.57687445E+04  0.00000000E+00  0.57687445E+04
  0.80573000E+01  0.10146460E+07  0.10145639E+07  0.10147118E+07  0.81664464E+04  0.00000000E+00  0.57745496E+04
  0.80655000E+01  0.99488847E+06  0.99480451E+06  0.99495564E+06  0.81747575E+04  0.00000000E+00  0.57804264E+04
  0.80737000E+01  0.97629186E+06  0.97620612E+06  0.97636045E+06  0.81830686E+04  0.00000000E+00  0.57863033E+04
  0.80818000E+01  0.95899196E+06  0.95890450E+06  0.95906192E+06  0.81912783E+04  0.00000000E+00  0.57921084E+04
  0.80900000E+01  0.94314883E+06  0.94307754E+06  0.94322012E+06  0.81995894E+04  0.00000000E+00  0.57979852E+04
  0.80982000E+01  0.92885368E+06  0.92878115E+06  0.92892621E+06  0.82079004E+04  0.00000000E+00  0.58038621E+04
  0.81064000E+01  0.91619048E+06  0.91613522E+06  0.91626416E+06  0.82162115E+04  0.00000000E+00  0.58097389E+04
  0.81145000E+01  0.90520956E+06  0.90513483E+06  0.90528428E+06  0.82244212E+04  0.00000000E+00  0.58155440E+04
  0.81227000E+01  0.89593161E+06  0.89587487E+06  0.89600726E+06  0.10082997E+05  0.00000000E+00  0.58214208E+04
  0.81309000E+01  0.88835237E+06  0.88831414E+06  0.88844793E+06  0.10093176E+05  0.00000000E+00  0.58272977E+04
  0.81390000E+01  0.88243877E+06  0.88238093E+06  0.88251588E+06  0.10103230E+05  0.00000000E+00  0.58331028E+04
  0.81472000E+01  0.87812120E+06  0.87808237E+06  0.87819884E+06  0.10113409E+05  0.00000000E+00  0.58389796E+04
  0.81554000E+01  0.87532458E+06  0.87528555E+06  0.87540263E+06  0.10123588E+05  0.00000000E+00  0.58448565E+04
  0.81636000E+01  0.87391626E+06  0.87387709E+06  0.87399459E+06  0.82741864E+04  0.00000000E+00  0.58507333E+04
  0.81717000E+01  0.87376335E+06  0.87374372E+06  0.87384185E+06  0.82823961E+04  0.00000000E+00  0.58565384E+04
  0.81799000E+01  0.87475801E+06  0.87471872E+06  0.87481694E+06  0.82907072E+04  0.00000000E+00  0.00000000E+00
  0.81881000E+01  0.87669613E+06  0.87667649E+06  0.87675504E+06  0.58682921E+04  0.00000000E+00  0.00000000E+00
  0.81962000E+01  0.87946830E+06  0.87944868E+06  0.87950753E+06  0.58740972E+04  0.00000000E+00  0.00000000E+00
  0.82044000E+01  0.88291682E+06  0.88289724E+06  0.88295598E+06  0.58799741E+04  0.00000000E+00  0.00000000E+00
  0.82126000E+01  0.88691004E+06  0.88691004E+06  0.88694910E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.82208000E+01  0.89136602E+06  0.89136602E+06  0.89138549E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.82289000E+01  0.89617276E+06  0.89617276E+06  0.89617276E+06  0.58975328E+04  0.00000000E+00  0.00000000E+00
  0.82371000E+01  0.90130973E+06  0.90130973E+06  0.90130973E+06  0.59034097E+04  0.00000000E+00  0.00000000E+00
  0.82453000E+01  0.90674338E+06  0.90674338E+06  0.90674338E+06  0.59092865E+04  0.00000000E+00  0.00000000E+00
  0.82534000E+01  0.91247838E+06  0.91249755E+06  0.91247838E+06  0.83652028E+04  0.00000000E+00  0.00000000E+00
  0.82616000E+01  0.91857104E+06  0.91857104E+06  0.91855196E+06  0.83735139E+04  0.00000000E+00  0.00000000E+00
  0.82698000E+01  0.92500569E+06  0.92500569E+06  0.92498670E+06  0.83818250E+04  0.00000000E+00  0.00000000E+00
  0.82780000E+01  0.93183406E+06  0.93185295E+06  0.93183406E+06  0.83901361E+04  0.00000000E+00  0.00000000E+00
  0.82861000E+01  0.93909505E+06  0.93911383E+06  0.93907627E+06  0.83983458E+04  0.00000000E+00  0.00000000E+00
  0.82943000E+01  0.94680381E+06  0.94682247E+06  0.94680381E+06  0.84066569E+04  0.00000000E+00  0.00000000E+00
  0.83025000E+01  0.95495984E+06  0.95497837E+06  0.95494130E+06  0.84149679E+04  0.00000000E+00  0.00000000E+00
  0.83106000E+01  0.96350623E+06  0.96350623E+06  0.96348782E+06  0.84231777E+04  0.00000000E+00  0.00000000E+00
  0.83188000E+01  0.97238499E+06  0.97238499E+06  0.97236672E+06  0.84314887E+04  0.00000000E+00  0.00000000E+00
  0.83270000E+01  0.98150554E+06  0.98152368E+06  0.98150554E+06  0.84397998E+04  0.00000000E+00  0.00000000E+00
  0.83352000E+01  0.99077289E+06  0.99079090E+06  0.99077289E+06  0.84481109E+04  0.00000000E+00  0.00000000E+00
  0.83433000E+01  0.10000292E+07  0.10000292E+07  0.10000292E+07  0.84563206E+04  0.00000000E+00  0.00000000E+00
  0.83515000E+01  0.10091389E+07  0.10091389E+07  0.10091389E+07  0.84646317E+04  0.00000000E+00  0.00000000E+00
  0.83597000E+01  0.10179528E+07  0.10179528E+07  0.10179528E+07  0.84729428E+04  0.00000000E+00  0.00000000E+00
  0.83678000E+01  0.10263071E+07  0.10263246E+07  0.10263246E+07  0.84811525E+04  0.00000000E+00  0.00000000E+00
  0.83760000E+01  0.10341303E+07  0.10341303E+07  0.10341477E+07  0.84894636E+04  0.00000000E+00  0.00000000E+00
  0.83842000E+01  0.10412808E+07  0.10412982E+07  0.10412982E+07  0.84977747E+04  0.00000000E+00  0.00000000E+00
  0.83924000E+01  0.10477171E+07  0.10477171E+07  0.10477343E+07  0.85060857E+04  0.00000000E+00  0.00000000E+00
  0.84005000E+01  0.10533839E+07  0.10534011E+07  0.10534183E+07  0.85142955E+04  0.00000000E+00  0.00000000E+00
  0.84087000E+01  0.10583657E+07  0.10583657E+07  0.10583828E+07  0.85226066E+04  0.00000000E+00  0.00000000E+00
